Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Mollusc,https://doi.org/10.3354/meps11944,"Eads, 2016",mussel,Mediterranean mussel,Mytilus galloprovincialis,8,8,456,456,69.8,1.1,SE,36,100,60,300000,20,NA,36,no,Elevated Temperature,18,"Also tested fert. @ 24C, but did not report those results in varying pH conditions (as no interactoin was observed). Gametes pre-exposed for 10 minutes",0.698
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Large star coral,Favites abdita,8.2,8.2,NA,NA,86.4,3.5,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Lyudao,0.864
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Large star coral,Favites abdita,7.9,8.2,NA,NA,86.1,6.9,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Lyudao,0.861
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,8.2,8.2,NA,NA,41.9,5.7,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Lyudao,0.419
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,7.9,8.2,NA,NA,47.9,5.1,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Lyudao,0.479
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,8.2,8.2,NA,NA,20.8,5.1,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Lyudao,0.208
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,7.9,8.2,NA,NA,7.8,2.8,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Lyudao,0.078
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,8.2,8.2,NA,NA,98.4,0.9,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Kochi,0.984
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,7.9,8.2,NA,NA,90.2,0.9,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Kochi,0.902
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,8.2,8.2,NA,NA,98.4,0.3,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Kochi,0.984
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,Brush coral,Acropora hyacinthus,7.9,8.2,NA,NA,94.9,2.2,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Kochi,0.949
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,stony coral,Platygyra contorta,8.2,8.2,NA,NA,97.2,1.3,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Kochi,0.972
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,stony coral,Platygyra contorta,7.9,8.2,NA,NA,98.1,0.9,SD,5,100,180,NA,50000,1,1,no,Elevated Temperature,27,Collection site: Kochi,0.981
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,stony coral,Platygyra contorta,8.2,8.2,NA,NA,74.4,5.4,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Kochi,0.744
Cnidarian,https://doi.org/10.3390/jmse3020216,"Schutter, 2009",coral,stony coral,Platygyra contorta,7.9,8.2,NA,NA,83.9,3.8,SD,5,100,180,NA,50000,1,1,yes,Elevated Temperature,31,Collection site: Kochi,0.839
Echinoderm,https://doi.org/10.1007/s10152-014-0394-3,"Bogner, 2014",urchin,green sea urchin,Strongylocentrotus droebachiensis,8,8,180,NA,64,11.6,SD,4,NA,60,1000000,NA,4,2,no,NA,NA,"% fertilization is median, I approximated SD from quartiles using the equation (q3-q1)/(4/3)",0.64
Echinoderm,https://doi.org/10.1007/s10152-014-0394-3,"Bogner, 2014",urchin,green sea urchin,Strongylocentrotus droebachiensis,7.9,8,380,NA,67.3,12.7,SD,4,NA,60,1000000,NA,4,2,no,NA,NA,"% fertilization is median, I approximated SD from quartiles using the equation (q3-q1)/(4/3)",0.673
Echinoderm,https://doi.org/10.1007/s10152-014-0394-3,"Bogner, 2014",urchin,green sea urchin,Strongylocentrotus droebachiensis,7.8,8,NA,NA,55.8,13.2,SD,4,NA,60,1000000,NA,4,2,no,NA,NA,"% fertilization is median, I approximated SD from quartiles using the equation (q3-q1)/(4/3)",0.558
Echinoderm,https://doi.org/10.1007/s10152-014-0394-3,"Bogner, 2014",urchin,green sea urchin,Strongylocentrotus droebachiensis,7.7,8,1300,NA,56.1,22.4,SD,4,NA,60,1000000,NA,4,2,no,NA,NA,"% fertilization is median, I approximated SD from quartiles using the equation (q3-q1)/(4/3)",0.561
Echinoderm,https://doi.org/10.1007/s10152-014-0394-3,"Bogner, 2014",urchin,green sea urchin,Strongylocentrotus droebachiensis,7.6,8,2000,NA,7.6,7,SD,2,NA,60,1000000,NA,4,2,no,NA,NA,"% fertilization is median, I approximated SD from quartiles using the equation (q3-q1)/(4/3)",0.076
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,8.1,8.1,351,351,79.3,8.2,SD,3,100,120,1000000,500,NA,NA,no,Hypoxia,6,% fertilization is estimated from figure,0.793
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,7.7,8.1,1015,351,78,3,SD,3,100,120,1000000,500,NA,NA,no,Hypoxia,6,% fertilization is estimated from figure,0.78
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,7.3,8.1,2715,351,69.4,5.3,SD,3,100,120,1000000,500,NA,NA,no,Hypoxia,6,% fertilization is estimated from figure,0.694
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,8.1,8.1,373,373,76.3,1.6,SD,3,100,120,1000000,500,NA,NA,yes,Hypoxia,2,% fertilization is estimated from figure,0.763
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,7.7,8.1,995,373,74.3,3.6,SD,3,100,120,1000000,500,NA,NA,yes,Hypoxia,2,% fertilization is estimated from figure,0.743
Mollusc,https://doi.org/10.1186/s10152-020-0535-9,"Wang, 2020",mussel,thick shell mussel,Mytilus coruscus,7.3,8.1,2939,373,60.5,6.9,SD,3,100,120,1000000,500,NA,NA,yes,Hypoxia,2,% fertilization is estimated from figure,0.605
Mollusc,https://doi.org/10.1007/s00227-014-2405-y,"Onitsuka, 2014",snail,horned turban,Turbo cornutus,8,8,442,442,99.3,1.9,SE,5,50,120,NA,NA,NA,NA,no,NA,NA,% fertilization is estimated from figure; Only results from Experiment II (static culture) included here,0.993
Mollusc,https://doi.org/10.1007/s00227-014-2405-y,"Onitsuka, 2014",snail,horned turban,Turbo cornutus,7.66,8,1053,442,99.6,4.5,SE,5,50,120,NA,NA,NA,NA,no,NA,NA,% fertilization is estimated from figure; Only results from Experiment II (static culture) included here,0.996
Mollusc,https://doi.org/10.1007/s00227-014-2405-y,"Onitsuka, 2014",snail,horned turban,Turbo cornutus,7.54,8,1427,442,99.7,2.9,SE,5,50,120,NA,NA,NA,NA,no,NA,NA,% fertilization is estimated from figure; Only results from Experiment II (static culture) included here,0.997
Mollusc,https://doi.org/10.1007/s00227-014-2405-y,"Onitsuka, 2014",snail,horned turban,Turbo cornutus,7.41,8,1984,442,100,0.5,SE,5,50,120,NA,NA,NA,NA,no,NA,NA,% fertilization is estimated from figure; Only results from Experiment II (static culture) included here,1
Mollusc,https://doi.org/10.1007/s00227-019-3615-0,"Armstrong, 2020",clam,small giant clam,Tridacna maxima,8.1,8.1,432,432,47.9,19.3,SD,12,NA,180,NA,NA,4,4,no,Elevated Temperature,27,% fertilization (mean) is estimated from figure; I approximated SD from quartiles using the equation (q3-q1)/(4/3),0.479
Mollusc,https://doi.org/10.1007/s00227-019-3615-0,"Armstrong, 2020",clam,small giant clam,Tridacna maxima,7.6,8.1,2023,432,48.4,13.5,SD,12,NA,180,NA,NA,4,4,no,Elevated Temperature,27,% fertilization (mean) is estimated from figure; I approximated SD from quartiles using the equation (q3-q1)/(4/3),0.484
Mollusc,https://doi.org/10.1007/s00227-019-3615-0,"Armstrong, 2020",clam,small giant clam,Tridacna maxima,8.1,8.1,451,451,18.6,25,SD,12,NA,180,NA,NA,4,4,yes,Elevated Temperature,31,% fertilization (mean) is estimated from figure; I approximated SD from quartiles using the equation (q3-q1)/(4/3),0.186
Mollusc,https://doi.org/10.1007/s00227-019-3615-0,"Armstrong, 2020",clam,small giant clam,Tridacna maxima,7.6,8.1,2154,451,21.2,35.2,SD,12,NA,180,NA,NA,4,4,yes,Elevated Temperature,31,% fertilization (mean) is estimated from figure; I approximated SD from quartiles using the equation (q3-q1)/(4/3),0.212
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,8.2,8.2,423,423,98.9,1,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.989
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.9,8.2,808,423,99,0.7,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.99
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.7,8.2,1480,423,98.1,1,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.981
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.6,8.2,1884,423,97.3,2.2,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.973
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,8.2,8.2,423,423,93.4,1.3,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.934
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.9,8.2,808,423,92.6,1.2,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.926
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.7,8.2,1480,423,93.3,2.4,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.933
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",oyster,Portuguese oyster,Crassostrea angulata,7.6,8.2,1884,423,89.8,3.3,SD,4,NA,120,1000,100,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.898
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,8.2,8.2,423,423,92.3,1.6,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.923
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.9,8.2,808,423,87,1.1,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.87
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.7,8.2,1480,423,93.1,2.2,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.931
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.6,8.2,1884,423,91.8,2.6,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Cu",0.918
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,8.2,8.2,423,423,94.3,2.3,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.943
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.9,8.2,808,423,95.5,2,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.955
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.7,8.2,1480,423,95.5,3.2,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.955
Mollusc,https://doi.org/10.3354/aei00362,"Guo, 2020",abalone,Ezo abalone,Haliotis discus hannai,7.6,8.2,1884,423,95.5,3.3,SD,4,NA,120,1000,500,NA,NA,no,Metal Contamination,0,"% fertilization (mean) is estimated from figure, metal is Zn",0.955
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.36,8,2985,455,74.9,3.1,SE,4,165,390,500000,500,3,1,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 1, in which eggs were spawned into ambient seawater",0.749
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.67,8,1356,455,74.6,1.5,SE,4,165,390,500000,500,3,1,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 1, in which eggs were spawned into ambient seawater",0.746
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.29,8,3318,699,9.6,1.5,SE,4,118,240,500000,500,3,1,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 2, in which eggs were spawned into pH-treated water",0.096
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.67,8,1343,699,28.1,3.1,SE,4,118,240,500000,500,3,1,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 2, in which eggs were spawned into pH-treated water",0.281
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.93,8,699,699,34.1,3.1,SE,4,118,240,500000,500,3,1,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 2, in which eggs were spawned into pH-treated water",0.341
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,6.2,8,NA,433,5.2,1.1,SE,4,100,300,1000,5,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.052
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.29,8,3400,433,85.9,2.4,SE,4,100,300,1000,5,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.859
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.7,8,1269,433,89.5,1,SE,4,100,300,1000,5,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.895
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,6.2,8,NA,433,14.5,3.6,SE,4,100,300,10000,50,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.145
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.29,8,3400,433,94.2,0.6,SE,4,100,300,10000,50,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.942
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.7,8,1269,433,96,1,SE,4,100,300,10000,50,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.96
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,6.2,8,NA,433,33.7,2.6,SE,4,100,300,100000,500,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.337
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.29,8,3400,433,97.1,0.7,SE,4,100,300,100000,500,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.971
Mollusc,https://www.researchgate.net/profile/Jessica-Ericson-2/publication/320280633_Effects_of_ocean_acidification_on_fertilisation_and_early_development_in_polar_and_temperate_marine_invertebrates/links/5ac9c73daca272abdc610de4/Effects-of-ocean-acidification-on-fertilisation-and-early-development-in-polar-and-temperate-marine-invertebrates.pdf,"Ericson, 2010",mussel,green lipped mussel,Perna canaliculus,7.7,8,1269,433,99.3,0.5,SE,4,100,300,100000,500,6,3,no,NA,NA,"% fertilization (mean) is estimated from figure; Trial 3, which included varying sperm densities",0.993
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.21,7.95,NA,NA,16.8,3.5,SD,5,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.168
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.29,7.95,NA,NA,14.2,6.4,SD,7,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.142
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.39,7.95,NA,NA,22.4,7.9,SD,10,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.224
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.5,7.95,NA,NA,37.6,9.2,SD,5,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.376
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.6,7.95,NA,NA,38.2,11,SD,4,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.382
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.7,7.95,NA,NA,46.7,12.6,SD,4,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.467
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.85,7.95,NA,NA,50.9,9,SD,3,100,240,NA,NA,6,6,yes,Hypoxia,1.5 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.509
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.2,7.95,NA,NA,13.6,7.3,SD,9,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.136
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.3,7.95,NA,NA,18.8,7.4,SD,10,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.188
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.4,7.95,NA,NA,25.8,7.3,SD,6,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.258
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.5,7.95,NA,NA,33.9,8.8,SD,6,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.339
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.61,7.95,NA,NA,44.4,12.5,SD,4,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.444
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.77,7.95,NA,NA,48.1,6.5,SD,5,100,240,NA,NA,6,6,no,Hypoxia,6 mg/L,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.481
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.21,7.95,NA,NA,12.5,3.3,SD,8,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.125
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.29,7.95,NA,NA,19.6,2.8,SD,6,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.196
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.39,7.95,NA,NA,26.8,8.7,SD,8,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.268
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.49,7.95,NA,NA,38.5,12.2,SD,8,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.385
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.62,7.95,NA,NA,46.4,24.2,SD,3,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.464
